thing_id,stationID,stationName,city,township,areaType,areaDescription,isOutdoor,isMobile,projectName,latitude,longitude,coordinate_crs,pm25_datastream_id,latest_pm25_value,latest_observation_phenomenon_time,freshness_status,observation_age_minutes,valid_coordinate,valid_pm25,future_timestamp,bbox_status
2240,13345886622,智慧城鄉空品微型感測器-13345886622,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.11016,121.47905,EPSG:4326,6718,5.43,2026-09-02T11:02:00Z,fresh,0.68,True,True,False,inside_bbox
2245,13346475065,智慧城鄉空品微型感測器-13346475065,臺北市,士林區,特殊區(民眾陳情熱區),露天燃燒,,,,25.111855,121.484276,EPSG:4326,6733,5.13,2026-09-02T11:00:43Z,fresh,1.96,True,True,False,inside_bbox
2247,13346653749,智慧城鄉空品微型感測器-13346653749,臺北市,士林區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.103245,121.494804,EPSG:4326,6739,,,missing_observation,,True,False,False,inside_bbox
2249,13346979234,智慧城鄉空品微型感測器-13346979234,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.10586,121.48281,EPSG:4326,6745,6.5,2026-09-02T11:01:05Z,fresh,1.6,True,True,False,inside_bbox
2250,13347071152,智慧城鄉空品微型感測器-13347071152,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.107332,121.49341,EPSG:4326,6748,5.71,2026-09-02T11:00:14Z,fresh,2.45,True,True,False,inside_bbox
2252,13347275671,智慧城鄉空品微型感測器-13347275671,臺北市,北投區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.11505,121.50327,EPSG:4326,6754,,,missing_observation,,True,False,False,inside_bbox
2253,13347410536,智慧城鄉空品微型感測器-13347410536,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.10708,121.47902,EPSG:4326,6757,5.24,2026-09-02T11:00:37Z,fresh,2.06,True,True,False,inside_bbox
2254,13347500203,智慧城鄉空品微型感測器-13347500203,臺北市,士林區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.0931,121.49757,EPSG:4326,6760,6.92,2026-09-02T11:00:46Z,fresh,1.91,True,True,False,inside_bbox
2256,13347846972,智慧城鄉空品微型感測器-13347846972,臺北市,士林區,特殊區(民眾陳情熱區),預拌場,,,,25.094051,121.49612,EPSG:4326,6766,5.29,2026-09-02T11:01:00Z,fresh,1.68,True,True,False,inside_bbox
2259,13348305148,智慧城鄉空品微型感測器-13348305148,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.101412,121.48808,EPSG:4326,6775,5.14,2026-09-02T11:00:40Z,fresh,2.01,True,True,False,inside_bbox
2261,13348680525,智慧城鄉空品微型感測器-13348680525,臺北市,北投區,特殊區(民眾陳情熱區),露天燃燒,,,,25.11658,121.483345,EPSG:4326,6781,7.56,2026-09-02T11:00:16Z,fresh,2.41,True,True,False,inside_bbox
2264,13348969147,智慧城鄉空品微型感測器-13348969147,臺北市,士林區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.103155,121.49348,EPSG:4326,6790,,,missing_observation,,True,False,False,inside_bbox
2265,13349084372,智慧城鄉空品微型感測器-13349084372,臺北市,北投區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.116644,121.4856,EPSG:4326,6793,5.65,2026-09-02T11:00:57Z,fresh,1.73,True,True,False,inside_bbox
2271,13349746007,智慧城鄉空品微型感測器-13349746007,臺北市,北投區,特殊區(民眾陳情熱區),露天燃燒,,,,25.11604,121.49187,EPSG:4326,6811,5.03,2026-09-02T11:00:48Z,fresh,1.88,True,True,False,inside_bbox
2276,13350349882,智慧城鄉空品微型感測器-13350349882,臺北市,士林區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.09459,121.49647,EPSG:4326,6826,,,missing_observation,,True,False,False,inside_bbox
2278,13350798502,智慧城鄉空品微型感測器-13350798502,臺北市,北投區,特殊區(民眾陳情熱區),露天燃燒,,,,25.10414,121.50905,EPSG:4326,6832,6.92,2026-09-02T11:00:38Z,fresh,2.05,True,True,False,inside_bbox
2280,13350913104,智慧城鄉空品微型感測器-13350913104,臺北市,士林區,特殊區(民眾陳情熱區),社子島,,,,25.109426,121.49387,EPSG:4326,6838,5.44,2026-09-02T11:01:13Z,fresh,1.46,True,True,False,inside_bbox
2286,13351743220,智慧城鄉空品微型感測器-13351743220,臺北市,士林區,特殊區(民眾陳情熱區),預拌場,,,,25.094666,121.49712,EPSG:4326,6856,5.23,2026-09-02T11:00:52Z,fresh,1.81,True,True,False,inside_bbox
2288,13351920643,智慧城鄉空品微型感測器-13351920643,臺北市,士林區,特殊區(民眾陳情熱區),露天燃燒,,,,25.101946,121.48893,EPSG:4326,6862,6.06,2026-09-02T11:00:37Z,fresh,2.06,True,True,False,inside_bbox
2290,13352156242,智慧城鄉空品微型感測器-13352156242,臺北市,北投區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.11661,121.48751,EPSG:4326,6868,,,missing_observation,,True,False,False,inside_bbox
2293,13352412641,智慧城鄉空品微型感測器-13352412641,臺北市,北投區,特殊區(民眾陳情熱區),露天燃燒,,,,25.11372,121.50194,EPSG:4326,6877,,,missing_observation,,True,False,False,inside_bbox
2295,13352853949,智慧城鄉空品微型感測器-13352853949,臺北市,北投區,特殊區(民眾陳情熱區),營建混合物土資場,,,,25.113955,121.5017,EPSG:4326,6883,5.52,2026-09-02T11:00:18Z,fresh,2.38,True,True,False,inside_bbox
2296,13352949542,智慧城鄉空品微型感測器-13352949542,臺北市,北投區,特殊區(民眾陳情熱區),露天燃燒,,,,25.1155,121.49394,EPSG:4326,6886,5.46,2026-09-02T11:02:00Z,fresh,0.68,True,True,False,inside_bbox
2306,13489507041,智慧城鄉空品微型感測器-13489507041,新北市,新莊區,鄰近工業區社區,西盛工業區,,,,25.02774,121.435005,EPSG:4326,6916,5.84,2026-09-02T11:02:17Z,fresh,0.4,True,True,False,inside_bbox
2309,13489882723,智慧城鄉空品微型感測器-13489882723,新北市,新莊區,交通區,學區周邊,,,,25.024729,121.42368,EPSG:4326,6925,5.62,2026-09-02T11:01:05Z,fresh,1.6,True,True,False,inside_bbox
2310,13489956968,智慧城鄉空品微型感測器-13489956968,新北市,林口區,工業區,林口工業區,,,,25.07569,121.40426,EPSG:4326,6928,6.23,2026-09-02T11:00:30Z,fresh,2.18,True,True,False,inside_bbox
2312,13490121419,智慧城鄉空品微型感測器-13490121419,新北市,樹林區,工業區,樹林工業區,,,,25.002268,121.421616,EPSG:4326,6934,5.91,2026-09-02T11:02:28Z,fresh,0.21,True,True,False,inside_bbox
